,Risk
55528,2.35
55529,2.44
55530,2.29
55531,2.82
55532,2.44
55533,3.1
55534,2.43
55535,2.62
55536,3.09
55537,3.1
55538,2.56
55539,2.29
55540,1.26
55541,2.92
55542,2.13
55543,2.22
55544,3.01
55545,3.53
55546,3.26
55547,2.86
55548,2.71
55549,2.45
55550,2.21
55551,1.79
55552,2.3
55553,2.93
55554,2.2
55555,2.69
55556,2.82
55557,2.3
55558,2.28
55559,3.12
55560,2.76
55561,2.66
55562,2.1
55563,2.47
55564,2.42
55565,2.64
55566,0.8
55567,3.1
55568,3.67
55569,2.67
55570,3.24
55571,2.28
55572,3.07
55573,3.12
55574,2.22
55575,1.9
55576,2.69
55577,2.52
55578,2.55
55579,3.17
55580,2.98
55581,2.21
55582,3.37
55583,2.86
55584,3.15
55585,3.12
55586,3.67
55587,2.99
55588,2.74
55589,2.74
55590,3.0
55591,2.97
55592,2.34
55593,2.12
55594,2.9
55595,1.78
55596,3.45
55597,3.12
55598,3.15
55599,3.46
55600,1.89
55601,2.91
55602,2.13
55603,2.01
55604,2.42
55605,3.28
55606,3.35
55607,3.23
55608,2.7
55609,2.55
55610,2.22
55611,2.18
55612,2.18
55613,2.2
55614,2.32
55615,3.0
55616,2.47
55617,1.55
55618,3.11
55619,2.71
55620,2.52
55621,2.77
55622,2.73
55623,2.05
55624,2.29
55625,2.81
55626,2.86
55627,2.39
55628,2.96
55629,2.67
55630,2.76
55631,1.59
55632,2.19
55633,1.86
55634,2.86
55635,2.16
55636,3.18
55637,2.01
55638,2.93
55639,1.69
55640,2.58
55641,3.02
55642,1.08
55643,2.58
55644,2.59
55645,1.83
55646,1.51
55647,3.79
55648,2.4
55649,2.47
55650,2.77
55651,2.07
55652,3.15
55653,2.45
55654,2.81
55655,2.81
55656,2.49
55657,2.74
55658,2.33
55659,2.14
55660,2.53
55661,2.51
55662,1.8
55663,2.86
55664,3.17
55665,3.28
55666,2.5
55667,2.48
55668,2.66
55669,1.99
55670,2.65
55671,2.48
55672,2.58
55673,1.97
55674,2.85
55675,2.59
55676,2.85
55677,2.88
55678,2.25
55679,2.77
55680,3.55
55681,2.88
55682,2.71
55683,2.1
55684,2.51
55685,2.85
55686,2.84
55687,2.58
55688,3.78
55689,2.9
55690,2.21
55691,2.74
55692,2.01
55693,3.21
55694,3.02
55695,3.81
55696,2.45
55697,2.94
55698,2.75
55699,3.7
55700,2.83
55701,2.09
55702,2.93
55703,2.47
55704,2.53
55705,3.19
55706,3.05
55707,2.84
55708,3.05
55709,2.74
55710,1.88
55711,2.17
55712,2.9
55713,3.43
55714,1.99
55715,2.01
55716,2.45
55717,2.38
55718,2.23
55719,2.79
55720,1.31
55721,1.89
55722,2.94
55723,2.98
55724,3.37
55725,2.37
55726,3.09
55727,2.38
55728,3.06
55729,2.2
55730,2.68
55731,3.27
55732,1.78
55733,2.97
55734,2.28
55735,2.43
55736,3.08
55737,2.37
55738,2.4
55739,3.1
55740,2.27
55741,2.65
55742,2.62
55743,3.08
55744,2.26
55745,2.71
55746,2.85
55747,2.58
55748,2.21
55749,2.7
55750,2.2
55751,2.19
55752,3.74
55753,3.0
55754,2.84
55755,3.31
55756,2.96
55757,2.71
55758,2.54
55759,2.54
55760,1.24
55761,3.09
55762,2.48
55763,2.07
55764,2.8
55765,2.76
55766,2.51
55767,2.73
55768,2.95
55769,3.25
55770,2.68
55771,1.68
55772,1.79
55773,2.93
55774,2.68
55775,2.03
55776,1.43
55777,2.5
55778,3.02
55779,3.05
55780,3.21
55781,2.66
55782,2.38
55783,2.35
55784,1.98
55785,2.07
55786,2.99
55787,2.7
55788,2.46
55789,2.31
55790,2.5
55791,2.98
55792,2.24
55793,2.52
55794,3.49
55795,3.31
55796,2.9
55797,2.31
55798,1.95
55799,2.46
55800,2.15
55801,3.06
55802,1.68
55803,2.83
55804,3.55
55805,2.55
55806,2.8
55807,2.8
55808,2.64
55809,2.76
55810,2.59
55811,3.05
55812,3.05
55813,2.87
55814,2.3
55815,2.61
55816,3.59
55817,2.0
55818,2.01
55819,2.08
55820,1.57
55821,2.91
55822,3.08
55823,2.49
55824,2.73
55825,2.71
55826,3.58
55827,2.6
55828,2.37
55829,2.35
55830,1.98
55831,2.93
55832,1.96
55833,2.54
55834,2.62
55835,3.26
55836,2.3
55837,3.1
55838,2.82
55839,2.15
55840,2.57
55841,3.28
55842,3.49
55843,3.08
55844,2.75
55845,2.72
55846,2.57
55847,2.82
55848,1.64
55849,2.2
55850,2.11
55851,2.85
55852,2.46
55853,2.6
55854,2.63
55855,2.85
55856,2.05
55857,3.04
55858,2.3
55859,2.85
55860,3.16
55861,1.64
55862,2.73
55863,2.37
55864,2.46
55865,3.15
55866,1.88
55867,1.58
55868,3.25
55869,2.03
55870,2.98
55871,1.54
55872,2.39
55873,1.98
55874,2.17
55875,2.04
55876,2.25
55877,1.93
55878,2.21
55879,2.77
55880,2.14
55881,2.33
55882,2.93
55883,2.14
55884,3.0
55885,2.08
55886,2.81
55887,2.11
55888,3.08
55889,2.64
55890,2.33
55891,2.49
55892,3.05
55893,3.0
55894,2.7
55895,2.24
55896,2.56
55897,2.68
55898,2.06
55899,3.11
55900,3.14
55901,1.57
55902,2.65
55903,2.52
55904,3.23
55905,2.44
55906,2.27
55907,2.17
55908,2.87
55909,3.23
55910,2.56
55911,2.25
55912,2.63
55913,1.64
55914,2.49
55915,3.03
55916,2.07
55917,1.86
55918,2.45
55919,2.24
55920,3.26
55921,3.29
55922,2.35
55923,2.48
55924,3.06
55925,1.92
55926,3.44
55927,2.37
55928,2.61
55929,2.59
55930,1.51
55931,2.14
55932,2.87
55933,2.78
55934,3.6
55935,2.31
55936,3.18
55937,2.79
55938,3.36
55939,3.17
55940,3.48
55941,3.03
55942,2.15
55943,2.99
55944,3.54
55945,2.17
55946,2.24
55947,2.45
55948,2.16
55949,2.56
55950,3.55
55951,2.19
55952,1.81
55953,2.88
55954,2.31
55955,2.15
55956,2.7
55957,3.2
55958,3.37
55959,2.68
55960,3.29
55961,2.26
55962,2.17
55963,2.27
55964,3.3
55965,2.33
55966,3.17
55967,2.01
55968,3.32
55969,2.24
55970,1.36
55971,2.58
55972,2.72
55973,2.46
55974,2.11
55975,3.03
55976,2.65
55977,2.31
55978,2.42
55979,2.3
55980,3.63
55981,3.19
55982,2.4
55983,3.28
55984,1.6
55985,2.14
55986,2.67
55987,2.81
55988,3.99
55989,2.82
55990,2.14
55991,2.54
55992,2.33
55993,2.66
55994,2.47
55995,3.15
55996,3.24
55997,2.86
55998,2.02
55999,2.66
56000,3.0
56001,2.68
56002,2.73
56003,2.56
56004,2.63
56005,2.97
56006,2.67
56007,2.06
56008,2.06
56009,2.35
56010,2.03
56011,2.73
56012,2.38
56013,2.23
56014,1.77
56015,3.94
56016,3.2
56017,2.73
56018,1.63
56019,2.46
56020,2.25
56021,3.04
56022,3.33
56023,1.94
56024,2.41
56025,2.57
56026,2.55
56027,2.47
56028,2.22
56029,2.66
56030,2.03
56031,3.19
56032,2.5
56033,3.4
56034,2.12
56035,2.09
56036,3.14
56037,1.83
56038,1.63
56039,3.08
56040,2.36
56041,2.65
56042,2.73
56043,2.81
56044,2.4
56045,2.71
56046,2.71
56047,3.25
56048,2.09
56049,2.54
56050,3.25
56051,2.98
56052,2.76
56053,2.06
56054,2.27
56055,2.51
56056,2.4
56057,1.78
56058,2.55
56059,2.46
56060,3.14
56061,2.95
56062,2.79
56063,2.81
56064,3.42
56065,3.0
56066,1.79
56067,2.88
56068,2.68
56069,3.25
56070,2.0
56071,2.94
56072,3.13
56073,3.25
56074,3.0
56075,1.78
56076,3.22
56077,2.9
56078,2.64
56079,2.62
56080,2.19
56081,2.8
56082,3.99
56083,1.93
56084,2.35
56085,2.18
56086,1.73
56087,2.98
56088,3.21
56089,3.32
56090,3.0
56091,2.86
56092,2.55
56093,1.88
56094,2.52
56095,1.67
56096,1.89
56097,2.69
56098,2.01
56099,3.4
56100,3.15
56101,2.12
56102,3.76
56103,2.34
56104,3.5
56105,2.08
56106,3.58
56107,3.02
56108,2.49
56109,2.62
56110,2.09
56111,2.08
56112,1.98
56113,2.48
56114,2.57
56115,2.67
56116,2.94
56117,2.58
56118,2.46
56119,2.98
56120,2.4
56121,2.49
56122,3.26
56123,1.88
56124,2.3
56125,1.74
56126,3.06
56127,3.09
56128,2.71
56129,2.44
56130,2.15
56131,2.37
56132,2.83
56133,3.55
56134,2.35
56135,2.41
56136,3.31
56137,2.51
56138,2.3
56139,1.41
56140,2.26
56141,2.67
56142,2.47
56143,3.2
56144,2.79
56145,2.79
56146,1.44
56147,2.43
56148,3.33
56149,1.85
56150,2.8
56151,3.32
56152,2.72
56153,2.23
56154,2.71
56155,3.99
56156,2.64
56157,3.04
56158,1.52
56159,3.46
56160,1.91
56161,2.72
56162,2.63
56163,2.51
56164,3.46
56165,2.43
56166,2.55
56167,3.39
56168,2.18
56169,2.73
56170,4.14
56171,2.85
56172,3.59
56173,2.8
56174,1.37
56175,1.96
56176,3.17
56177,2.45
56178,2.49
56179,3.31
56180,2.45
56181,2.14
56182,2.84
56183,2.53
56184,1.92
56185,2.3
56186,2.75
56187,2.09
56188,2.6
56189,2.68
56190,3.02
56191,2.75
56192,2.45
56193,2.11
56194,2.96
56195,1.9
56196,1.87
56197,2.03
56198,2.92
56199,2.24
56200,3.13
56201,2.94
56202,2.9
56203,3.01
56204,2.72
56205,2.75
56206,2.34
56207,3.33
56208,2.28
56209,2.51
56210,2.99
56211,2.5
56212,1.91
56213,2.96
56214,2.44
56215,2.92
56216,2.55
56217,2.77
56218,3.06
56219,2.19
56220,2.56
56221,2.81
56222,3.57
56223,3.09
56224,3.42
56225,2.57
56226,2.16
56227,2.44
56228,3.32
56229,3.25
56230,2.65
56231,2.58
56232,2.69
56233,2.72
56234,2.08
56235,2.57
56236,2.39
56237,2.56
56238,3.13
56239,1.26
56240,1.86
56241,2.61
56242,2.61
56243,2.86
56244,2.82
56245,3.15
56246,2.94
56247,3.42
56248,2.57
56249,3.22
56250,2.01
56251,3.02
56252,2.78
56253,3.32
56254,2.64
56255,2.35
56256,2.57
56257,2.89
56258,3.28
56259,2.01
56260,2.8
56261,1.9
56262,1.94
56263,2.21
56264,2.37
56265,3.47
56266,2.91
56267,2.95
56268,2.69
56269,2.84
56270,3.08
56271,3.38
56272,2.13
56273,1.86
56274,1.81
56275,2.5
56276,2.69
56277,2.54
56278,2.57
56279,3.21
56280,3.16
56281,2.75
56282,3.65
56283,1.46
56284,2.83
56285,2.84
56286,2.04
56287,2.99
56288,2.64
56289,2.4
56290,2.58
56291,2.23
56292,2.58
56293,2.4
56294,2.34
56295,1.72
56296,2.3
56297,2.43
56298,2.8
56299,2.24
56300,2.61
56301,3.21
56302,1.81
56303,1.72
56304,1.92
56305,2.22
56306,3.01
56307,2.27
56308,2.96
56309,2.58
56310,2.33
56311,1.81
56312,2.97
56313,2.37
56314,2.98
56315,2.44
56316,1.97
56317,2.51
56318,3.03
56319,3.33
56320,3.13
56321,2.23
56322,2.24
56323,3.16
56324,3.15
56325,2.09
56326,3.12
56327,2.6
56328,2.81
56329,3.24
56330,2.71
56331,1.68
56332,2.83
56333,2.59
56334,3.08
56335,2.52
56336,2.74
56337,1.14
56338,2.5
56339,2.08
56340,1.98
56341,1.4
56342,3.43
56343,2.06
56344,2.51
56345,3.25
56346,3.04
56347,2.25
56348,2.7
56349,2.61
56350,2.3
56351,3.32
56352,1.33
56353,2.42
56354,2.38
56355,1.86
56356,2.55
56357,2.16
56358,3.15
56359,2.22
56360,3.15
56361,2.32
56362,3.06
56363,2.39
56364,2.58
56365,2.7
56366,2.89
56367,2.65
56368,2.71
56369,2.52
56370,2.59
56371,3.44
56372,2.97
56373,2.9
56374,2.35
56375,2.22
56376,2.76
56377,2.81
56378,3.53
56379,2.26
56380,2.37
56381,2.42
56382,3.5
56383,2.09
56384,2.88
56385,2.1
56386,1.93
56387,2.35
56388,2.26
56389,3.25
56390,2.91
56391,2.05
56392,2.62
56393,2.81
56394,2.66
56395,2.27
56396,3.25
56397,3.26
56398,3.37
56399,2.12
56400,2.93
56401,3.08
56402,2.26
56403,2.4
56404,2.82
56405,2.32
56406,2.95
56407,3.09
56408,2.54
56409,3.46
56410,2.53
56411,3.01
56412,2.23
56413,2.54
56414,2.14
56415,2.28
56416,2.38
56417,2.76
56418,2.53
56419,1.95
56420,2.31
56421,3.18
56422,2.95
56423,3.55
56424,2.61
56425,2.63
56426,2.88
56427,2.32
56428,2.62
56429,2.47
56430,2.53
56431,2.35
56432,2.49
56433,1.61
56434,3.23
56435,2.64
56436,1.47
56437,2.72
56438,2.64
56439,3.33
56440,2.21
56441,3.05
56442,2.69
56443,2.17
56444,3.05
56445,2.64
56446,2.41
56447,2.41
56448,4.08
56449,2.6
56450,2.86
56451,2.85
56452,2.65
56453,3.35
56454,2.3
56455,2.93
56456,2.0
56457,1.83
56458,2.8
56459,2.67
56460,2.44
56461,3.22
56462,2.69
56463,2.12
56464,0.83
56465,3.09
56466,2.81
56467,2.04
56468,1.58
56469,2.38
56470,2.52
56471,3.39
56472,3.05
56473,2.35
56474,3.04
56475,3.93
56476,3.38
56477,1.95
56478,3.16
56479,2.74
56480,2.2
56481,2.51
56482,3.22
56483,2.4
56484,2.04
56485,2.97
56486,2.64
56487,2.49
56488,1.47
56489,3.41
56490,2.6
56491,2.92
56492,3.12
56493,2.23
56494,2.5
56495,3.47
56496,2.62
56497,2.2
56498,2.67
56499,3.04
56500,2.34
56501,1.95
56502,2.79
56503,2.82
56504,2.49
56505,2.2
56506,3.29
56507,2.93
56508,2.51
56509,2.64
56510,3.29
56511,1.57
56512,2.51
56513,2.96
56514,2.82
56515,2.96
56516,2.89
56517,3.38
56518,3.5
56519,2.44
56520,2.67
56521,1.65
56522,2.67
56523,3.25
56524,2.74
56525,2.93
56526,2.36
56527,2.08
56528,3.13
56529,2.59
56530,2.81
56531,1.22
56532,2.03
56533,2.66
56534,3.0
56535,2.7
56536,3.72
56537,2.54
56538,2.7
56539,2.88
56540,2.94
56541,2.49
56542,2.06
56543,2.96
56544,3.8
56545,2.06
56546,3.26
56547,2.91
56548,1.65
56549,3.14
56550,3.08
56551,2.8
56552,2.78
56553,2.32
56554,2.55
56555,3.27
56556,3.3
56557,2.84
56558,3.23
56559,2.4
56560,1.97
56561,2.11
56562,2.38
56563,1.73
56564,2.41
56565,2.32
56566,2.22
56567,3.22
56568,3.2
56569,2.25
56570,2.72
56571,1.23
56572,2.39
56573,2.74
56574,2.63
56575,2.97
56576,2.81
56577,3.35
56578,3.33
56579,1.6
56580,2.23
56581,2.21
56582,2.95
56583,2.44
56584,3.07
56585,2.99
56586,2.57
56587,2.62
56588,2.83
56589,2.28
56590,3.43
56591,2.83
56592,2.98
56593,2.5
56594,2.75
56595,2.7
56596,2.19
56597,2.56
56598,2.05
56599,2.78
56600,2.65
56601,2.51
56602,2.42
56603,3.05
56604,2.79
56605,1.99
56606,2.42
56607,2.06
56608,3.49
56609,2.64
56610,2.34
56611,2.47
56612,3.62
56613,3.18
56614,3.12
56615,1.08
56616,2.6
56617,2.55
56618,2.03
56619,2.54
56620,2.87
56621,3.02
56622,2.65
56623,2.48
56624,2.65
56625,2.43
56626,2.78
56627,1.21
56628,2.13
56629,2.73
56630,4.03
56631,3.05
56632,2.62
56633,2.97
56634,3.3
56635,2.58
56636,2.63
56637,2.55
56638,2.97
56639,2.59
56640,1.84
56641,2.59
56642,2.12
56643,3.82
56644,1.43
56645,2.1
56646,2.95
56647,1.95
56648,2.89
56649,2.51
56650,3.04
56651,3.33
56652,2.68
56653,2.5
56654,2.73
56655,1.85
56656,2.65
56657,3.8
56658,3.06
56659,2.61
56660,2.16
56661,2.12
56662,1.47
56663,1.91
56664,2.07
56665,2.59
56666,2.74
56667,2.65
56668,3.11
56669,2.77
56670,3.14
56671,2.51
56672,3.17
56673,2.32
56674,2.69
56675,2.59
56676,2.47
56677,3.18
56678,2.77
56679,2.54
56680,1.94
56681,2.75
56682,2.99
56683,3.3
56684,3.0
56685,2.31
56686,2.36
56687,2.75
56688,3.12
56689,2.82
56690,3.05
56691,2.85
56692,2.95
56693,2.41
56694,2.93
56695,2.54
56696,2.57
56697,3.03
56698,2.36
56699,1.76
56700,2.13
56701,2.88
56702,1.87
56703,3.27
56704,2.92
56705,2.58
56706,2.73
56707,2.64
56708,2.25
56709,2.06
56710,2.48
56711,2.55
56712,3.67
56713,2.41
56714,3.77
56715,2.5
56716,3.27
56717,2.7
56718,2.34
56719,1.94
56720,2.71
56721,2.38
56722,1.92
56723,3.27
56724,2.63
56725,2.43
56726,3.45
56727,1.12
56728,2.57
56729,3.05
56730,1.84
56731,2.57
56732,2.85
56733,2.83
56734,2.55
56735,2.69
56736,2.98
56737,2.45
56738,3.22
56739,2.86
56740,2.87
56741,3.37
56742,2.07
56743,2.25
56744,2.44
56745,2.99
56746,3.2
56747,2.23
56748,2.74
56749,2.64
56750,2.51
56751,2.97
56752,2.84
56753,3.17
56754,2.89
56755,2.03
56756,2.87
56757,1.91
56758,3.34
56759,3.06
56760,2.34
56761,2.69
56762,2.61
56763,2.91
56764,2.84
56765,1.99
56766,1.92
56767,2.83
56768,3.69
56769,3.33
56770,2.22
56771,1.23
56772,3.03
56773,2.24
56774,2.13
56775,1.37
56776,2.44
56777,2.47
56778,2.65
56779,2.95
56780,2.21
56781,3.47
56782,2.57
56783,1.87
56784,2.92
56785,2.14
56786,1.65
56787,2.57
56788,3.06
56789,3.16
56790,2.29
56791,1.54
56792,2.51
56793,2.6
56794,3.29
56795,3.07
56796,2.27
56797,2.16
56798,3.04
56799,2.37
56800,2.19
56801,2.4
56802,2.87
56803,2.65
56804,2.1
56805,2.13
56806,2.32
56807,1.42
56808,1.12
56809,2.04
56810,2.99
56811,2.56
56812,3.33
56813,3.71
56814,2.6
56815,2.69
56816,2.42
56817,2.49
56818,2.44
56819,3.09
56820,1.96
56821,2.48
56822,0.95
56823,3.01
56824,2.95
56825,2.93
56826,2.41
56827,1.08
56828,3.29
56829,2.37
56830,3.13
56831,3.4
56832,2.77
56833,2.48
56834,2.83
56835,3.15
56836,2.74
56837,2.6
56838,2.98
56839,3.2
56840,2.17
56841,3.08
56842,3.46
56843,1.84
56844,1.92
56845,2.34
56846,2.2
56847,2.56
56848,2.45
56849,2.14
56850,2.45
56851,2.66
56852,2.35
56853,2.15
56854,3.45
56855,3.05
56856,2.29
56857,1.89
56858,2.78
56859,2.5
56860,3.23
56861,2.63
56862,3.18
56863,2.99
56864,2.8
56865,2.25
56866,2.01
56867,2.78
56868,1.69
56869,2.69
56870,2.86
56871,2.75
56872,2.65
56873,2.74
56874,2.66
56875,2.74
56876,2.15
56877,2.72
56878,2.56
56879,2.69
56880,2.13
56881,3.29
56882,2.57
56883,3.14
56884,3.07
56885,2.5
56886,2.05
56887,2.21
56888,2.66
56889,2.81
56890,1.78
56891,2.22
56892,2.2
56893,2.6
56894,2.79
56895,2.25
56896,3.05
56897,3.18
56898,2.78
56899,2.07
56900,2.84
56901,2.83
56902,3.79
56903,1.78
56904,2.37
56905,3.54
56906,2.74
56907,2.48
56908,3.25
56909,2.45
56910,2.45
56911,1.8
56912,1.84
56913,2.74
56914,2.73
56915,2.45
56916,2.85
56917,2.78
56918,3.15
56919,2.71
56920,2.62
56921,2.73
56922,2.33
56923,2.82
56924,1.57
56925,2.56
56926,2.99
56927,2.46
56928,3.49
56929,2.3
56930,2.46
56931,3.13
56932,2.56
56933,2.38
56934,1.24
56935,2.33
56936,2.5
56937,1.53
56938,1.81
56939,2.99
56940,2.72
56941,2.0
56942,2.4
56943,2.16
56944,1.76
56945,2.67
56946,3.26
56947,2.32
56948,2.63
56949,2.03
56950,1.29
56951,2.68
56952,2.5
56953,2.68
56954,1.48
56955,2.39
56956,2.02
56957,3.26
56958,2.89
56959,2.81
56960,3.3
56961,3.14
56962,2.44
56963,1.25
56964,2.67
56965,2.56
56966,2.55
56967,2.82
56968,2.61
56969,4.24
56970,2.33
56971,2.37
56972,3.68
56973,2.96
56974,2.81
56975,3.21
56976,2.14
56977,2.81
56978,2.41
56979,2.46
56980,3.01
56981,3.01
56982,2.67
56983,2.02
56984,1.74
56985,2.66
56986,1.88
56987,2.48
56988,1.8
56989,2.07
56990,3.14
56991,2.29
56992,2.71
56993,2.38
56994,3.03
56995,2.43
56996,2.14
56997,2.74
56998,2.85
56999,1.72
57000,2.79
57001,3.03
57002,3.17
57003,3.2
57004,3.3
57005,2.23
57006,2.94
57007,3.17
57008,3.39
57009,2.05
57010,2.38
57011,2.31
57012,2.55
57013,2.83
57014,2.48
57015,2.65
57016,3.11
57017,1.53
57018,2.62
57019,2.79
57020,2.36
57021,3.77
57022,1.76
57023,2.63
57024,2.32
57025,2.31
57026,3.03
57027,2.68
57028,2.23
57029,2.35
57030,2.69
57031,2.83
57032,2.89
57033,2.74
57034,2.47
57035,2.41
57036,2.94
57037,2.92
57038,2.47
57039,2.4
57040,2.99
57041,2.84
57042,2.25
57043,2.51
57044,3.37
57045,2.88
57046,3.19
57047,2.29
57048,3.06
57049,2.65
57050,2.27
57051,2.92
57052,1.98
57053,1.88
57054,2.96
57055,2.7
57056,2.3
57057,2.23
57058,1.94
57059,2.14
57060,2.86
57061,1.66
57062,2.66
57063,2.93
57064,2.78
57065,3.67
57066,2.59
57067,1.97
57068,2.03
57069,2.2
57070,2.9
57071,3.44
57072,1.32
57073,1.67
57074,2.22
57075,3.17
57076,2.11
57077,3.33
57078,2.23
57079,2.4
57080,2.24
57081,2.54
57082,2.11
57083,3.07
57084,2.71
57085,2.81
57086,3.13
57087,2.22
57088,2.55
57089,2.51
57090,2.72
57091,2.37
57092,0.87
57093,2.73
57094,2.51
57095,2.12
57096,3.62
57097,2.85
57098,3.03
57099,2.47
57100,2.67
57101,3.03
57102,3.11
57103,2.4
57104,3.15
57105,3.44
57106,2.96
57107,2.05
57108,2.82
57109,2.02
57110,2.57
57111,3.11
57112,2.81
57113,2.5
57114,2.35
57115,2.81
57116,1.82
57117,3.08
57118,2.91
57119,2.0
57120,2.17
57121,3.06
57122,2.43
57123,2.69
57124,3.67
57125,2.44
57126,2.51
57127,1.83
57128,2.45
57129,2.07
57130,2.09
57131,2.02
57132,2.65
57133,3.47
57134,2.31
57135,3.2
57136,1.88
57137,2.19
57138,2.09
57139,2.95
57140,3.08
57141,3.13
57142,2.12
57143,2.45
57144,2.97
57145,2.9
57146,2.37
57147,2.64
57148,2.84
57149,2.18
57150,2.26
57151,3.08
57152,2.17
57153,2.85
57154,3.06
57155,2.05
57156,3.18
57157,2.09
57158,2.95
57159,2.37
57160,3.19
57161,1.99
57162,1.7
57163,2.23
57164,3.66
57165,2.3
57166,2.53
57167,2.95
57168,2.45
57169,2.29
57170,2.05
57171,3.15
57172,2.94
57173,2.16
57174,2.18
57175,2.7
57176,3.03
57177,2.78
57178,2.59
57179,2.77
57180,3.39
57181,3.85
57182,2.48
57183,1.95
57184,2.5
57185,2.22
57186,1.97
57187,2.23
57188,3.0
57189,2.82
57190,2.62
57191,3.22
57192,2.09
57193,1.6
57194,3.3
57195,1.91
57196,2.65
57197,2.23
57198,3.04
57199,2.15
57200,2.85
57201,1.72
57202,2.45
57203,1.85
57204,2.17
57205,1.85
57206,2.18
57207,3.09
57208,2.28
57209,2.65
57210,2.98
57211,3.93
57212,3.01
57213,1.87
57214,3.51
57215,2.45
57216,2.57
57217,3.13
57218,2.73
57219,2.5
57220,2.41
57221,3.33
57222,2.05
57223,2.4
57224,3.19
57225,1.84
57226,3.19
57227,2.64
57228,1.85
57229,2.15
57230,3.03
57231,2.85
57232,3.07
57233,3.57
57234,1.93
57235,2.77
57236,2.55
57237,3.35
57238,2.24
57239,2.34
57240,2.09
57241,1.77
57242,2.09
57243,2.9
57244,2.2
57245,2.51
57246,3.17
57247,3.4
57248,1.92
57249,2.09
57250,2.08
57251,2.17
57252,2.63
57253,1.41
57254,3.08
57255,3.12
57256,3.2
57257,2.02
57258,2.85
57259,2.54
57260,2.77
57261,2.73
57262,1.65
57263,2.67
57264,2.57
57265,2.8
57266,2.91
57267,3.46
57268,2.51
57269,2.62
57270,2.63
57271,2.18
57272,2.59
57273,2.4
57274,2.14
57275,2.58
57276,2.82
57277,2.37
57278,3.0
57279,2.34
57280,2.21
57281,1.91
57282,2.8
57283,2.54
57284,2.37
57285,2.11
57286,2.58
57287,2.64
57288,3.89
57289,1.97
57290,2.52
57291,2.83
57292,2.65
57293,2.27
57294,3.03
57295,2.26
57296,3.16
57297,2.01
57298,2.71
57299,2.54
57300,2.52
57301,3.09
57302,4.06
57303,2.37
57304,2.29
57305,3.41
57306,2.2
57307,2.17
57308,3.53
57309,3.43
57310,3.15
57311,3.41
57312,2.46
57313,2.12
57314,2.15
57315,2.8
57316,2.13
57317,2.8
57318,1.68
57319,2.55
57320,3.1
57321,2.75
57322,2.61
57323,3.12
57324,2.14
57325,3.31
57326,2.68
57327,2.82
57328,2.41
57329,3.28
57330,3.3
57331,1.85
57332,2.45
57333,1.72
57334,1.99
57335,2.89
57336,1.77
57337,3.22
57338,2.59
57339,2.57
57340,1.81
57341,2.37
57342,2.99
57343,2.95
57344,2.29
57345,1.47
57346,3.07
57347,2.56
57348,2.4
57349,2.51
57350,2.77
57351,2.98
57352,1.53
57353,3.04
57354,1.36
57355,1.59
57356,2.39
57357,1.75
57358,3.61
57359,2.6
57360,2.42
57361,1.82
57362,2.14
57363,2.02
57364,2.78
57365,3.18
57366,2.62
57367,2.49
57368,2.18
57369,2.62
57370,3.43
57371,3.31
57372,1.18
57373,1.96
57374,2.53
57375,2.51
57376,2.05
57377,2.64
57378,2.37
57379,3.0
57380,2.14
57381,2.54
57382,3.01
57383,2.17
57384,2.93
57385,2.06
57386,1.4
57387,1.95
57388,2.83
57389,2.23
57390,2.56
57391,2.8
57392,2.91
57393,2.35
57394,2.68
57395,2.99
57396,2.9
57397,3.05
57398,2.1
57399,2.94
57400,2.56
57401,2.76
57402,2.69
57403,2.34
57404,3.12
57405,2.64
57406,2.84
57407,2.81
57408,3.03
57409,2.13
57410,2.78
57411,2.49
57412,2.11
57413,2.81
57414,3.11
57415,2.83
57416,3.16
57417,2.77
57418,2.29
57419,2.46
57420,3.17
57421,2.6
57422,3.04
57423,2.69
57424,2.21
57425,3.23
57426,3.04
57427,2.36
57428,3.45
57429,2.51
57430,3.07
57431,2.56
57432,3.05
57433,2.22
57434,3.06
57435,2.05
57436,1.99
57437,2.33
57438,3.12
57439,3.17
57440,2.86
57441,2.03
57442,2.79
57443,2.43
57444,2.63
57445,3.27
57446,2.32
57447,2.39
57448,2.75
57449,2.9
57450,2.19
57451,2.49
57452,3.06
57453,2.6
57454,2.8
57455,1.81
57456,2.71
57457,3.76
57458,2.19
57459,2.65
57460,2.06
57461,3.01
57462,2.78
57463,3.34
57464,2.32
57465,3.41
57466,2.66
57467,2.72
57468,2.29
57469,2.51
57470,2.99
57471,3.19
57472,2.28
57473,3.04
57474,3.34
57475,2.44
57476,2.44
57477,1.8
57478,1.88
57479,2.37
57480,2.45
57481,2.64
57482,4.14
57483,2.89
57484,4.08
57485,2.62
57486,1.92
57487,3.11
57488,1.99
57489,2.34
57490,2.07
57491,2.56
57492,2.04
57493,2.13
57494,1.98
57495,2.15
57496,3.01
57497,2.35
57498,2.15
57499,2.54
57500,2.94
57501,1.83
57502,1.88
57503,3.05
57504,2.44
57505,2.95
57506,2.86
57507,2.52
57508,1.98
57509,2.2
57510,2.02
57511,2.0
57512,2.04
57513,2.43
57514,2.54
57515,2.73
57516,2.5
57517,2.61
57518,2.92
57519,3.02
57520,2.13
57521,1.88
57522,1.65
57523,2.66
57524,2.25
57525,1.94
57526,2.58
